municipio,num,nome,partidocoligacao,votacao,validos,state,segundo_turno
CRICIÚMA,45,CLESIO SALVARO,PSDB/PSDB / SD / DEM / PV,82959,75.87%,Santa catarina,false
CUNHA PORÃ,15,PASTOR JAIRO,PMDB/PMDB / PDT / PT,3752,50.6%,Santa catarina,false
CUNHATAÍ,15,LÚCIO,PMDB/PMDB / PT,915,55.49%,Santa catarina,false
CURITIBANOS,15,DUDÃO,PMDB/PMDB / PRB / PP / SD / PPS / PR / PSC / DEM / PSDB / PSD,14904,74.45%,Santa catarina,false
DESCANSO,13,SADI INACIO BONAMIGO,PT/PT / PSDB / PC do B / PSB,3069,51.47%,Santa catarina,false
DIONÍSIO CERQUEIRA,15,THYAGO,PMDB/PMDB / PR / PP / DEM / PPS / PDT,5305,56.9%,Santa catarina,false
DONA EMMA,15,NERCI BARP,PMDB/PP / PMDB / PPS / PDT / DEM,1419,50.11%,Santa catarina,false
DOUTOR PEDRINHO,15,SIMONI,PMDB/PMDB,1376,52.28%,Santa catarina,false
ENTRE RIOS,11,JURANDI DELL OSBEL,PP/PP / PSDB / PSD / PC do B / PRB / PSB / PR,1465,55.64%,Santa catarina,false
ERMO,55,ZICA,PSD/PSD / PMDB / PP / DEM,1262,50.18%,Santa catarina,false
ERVAL VELHO,15,JUNIOR,PMDB/PMDB / DEM / PSDB,1735,49.49%,Santa catarina,false
FAXINAL DOS GUEDES,15,BETI,PMDB/PMDB / PRB,3670,52.68%,Santa catarina,false
FLOR DO SERTÃO,55,SIDI,PSD/PT / PSD,865,54.44%,Santa catarina,false
FLORIANÓPOLIS,15,GEAN LOUREIRO,PMDB/PMDB / PSDB / DEM / PDT / PRB / PRTB / PSC / PTB / PTN / SD / PR / PRP / PPS / PPL / PTC,100214,40.39%,Santa catarina,true
FLORIANÓPOLIS,11,ANGELA AMIN,PP/PP / PSD,60959,24.57%,Santa catarina,true
FORMOSA DO SUL,13,RUDIMAR CONTE,PT/PP / PT / PDT / PPS,1099,50.88%,Santa catarina,false
FORQUILHINHA,11,DIMAS KAMMER,PP/PP / PT / PMDB / PSC / PSB,8100,50.59%,Santa catarina,false
FRAIBURGO,23,CLAUDETE GHELLER MATHIAS,PPS/PPS / PSD / PRB / PTB / PSB,7211,34.27%,Santa catarina,false
FREI ROGÉRIO,11,JAIR,PP/PP / PR,1080,52.89%,Santa catarina,false
GALVÃO,22,ADE,PR/PR / PT,1217,46.31%,Santa catarina,false
GAROPABA,55,SERGIO CUNHA,PSD/PMDB / PSB / PR / PPS / PROS / PRP / PSC / PT / PTB / PSD,6828,50.05%,Santa catarina,false
GARUVA,15,DR. RODRIGO,PMDB/PMDB / PDT / PR / PTC / PPS,4385,48.31%,Santa catarina,false
GASPAR,15,KLEBER WAN-DALL,PMDB/PP / PMDB / PTB / PSC / PSDC,13290,37.39%,Santa catarina,false
GOVERNADOR CELSO RAMOS,55,JULIANO,PSD/DEM / PSD / PRB / PRP / PDT / PR / PSDB / PPS,6874,59.58%,Santa catarina,false
GRÃO-PARÁ,55,MARCINHO,PSD/PP / PDT / PSC / DEM / PSD,2770,52.84%,Santa catarina,false
GRAVATAL,15,VARDO,PMDB/PMDB,3759,49.63%,Santa catarina,false
GUABIRUBA,11,MATIAS,PP/PP / PT,6396,50.37%,Santa catarina,false
GUARACIABA,55,ROQUE MENEGHINI,PSD/PSDB / PSD / PMDB / PP,4270,56.22%,Santa catarina,false
GUARAMIRIM,11,PROF. CHIODINI,PP/PP / DEM / PSDB / PRB,10957,48.17%,Santa catarina,false
GUARUJÁ DO SUL,13,CLAUDINHO,PT/PT,1642,48.08%,Santa catarina,false
GUATAMBÚ,45,LUIZ CLOVIS,PSDB/PMDB / PP / PDT / PSDB / SD,3122,66.16%,Santa catarina,false
HERVAL D'OESTE,22,LORINI,PR/PR / PSB / PP,7180,55.68%,Santa catarina,false
IBIAM,11,IVO,PP/PP / PPS / PDT / PT,643,38.14%,Santa catarina,false
IBICARÉ,15,GIAN,PMDB/PP / PMDB / PR / PDT / PSDB / PSD,1629,60%,Santa catarina,false
IBIRAMA,15,ADRIANO POFFO / POFFO /POFINHO,PMDB/PMDB / PPS,4670,40.87%,Santa catarina,false
IÇARA,15,MURIALDO,PMDB/PMDB / PSDB / PSD / PSC / PDT / PT / PRP / PC do B,18991,61.63%,Santa catarina,false
ILHOTA,15,DIDA,PMDB/PMDB / DEM / PPS / PSDB,5550,64.22%,Santa catarina,false
IMARUÍ,55,RUI JOSÉ,PSD/PMDB / PSD / PP / PSDB,3666,72.14%,Santa catarina,false
IMBITUBA,13,ROSENVALDO JUNIOR,PT/PT / PMDB / PDT / PTB / PPS,16336,62.24%,Santa catarina,false
IMBUIA,15,JOÃO SCHWAMBACH,PMDB/PP / PMDB / PT / PSD,2357,56.85%,Santa catarina,false
INDAIAL,45,ANDRÉ MOSER,PSDB/PRB / PSDB / PSD,14001,42.4%,Santa catarina,false
IOMERÊ,15,LUCIANO PAGANINI,PMDB/PMDB / PT,1364,52.64%,Santa catarina,false
IPIRA,13,EMERSON REICHERT,PT/PT / PMDB / PC do B,2116,62.18%,Santa catarina,false
IPORÃ DO OESTE,15,LÚCIO MALLMANN,PMDB/PMDB / PSDB / PR,2591,42.03%,Santa catarina,false
IPUAÇU,13,CLORI,PT/PTB / PT / PMDB / PR / PRB / PP / PV,2786,63.64%,Santa catarina,false
IPUMIRIM,15,NEI,PMDB/PMDB / PP / PSDB / PSD,2460,46.56%,Santa catarina,false
IRACEMINHA,15,JEAN,PMDB/PMDB / PR,2189,61.47%,Santa catarina,false
IRANI,15,SIVIO ANTONIO LEMOS DAS NEVES,PMDB/PMDB,3066,47.73%,Santa catarina,false
IRATI,15,NEURI MEURER,PMDB/PMDB / DEM / PSDB / PP,982,54.56%,Santa catarina,false
IRINEÓPOLIS,45,JULIANO,PSDB/PSDB / DEM / PSC / PP,3607,53.28%,Santa catarina,false
ITÁ,15,JAIRO,PMDB/PMDB / PP / PSD,2116,41.39%,Santa catarina,false
ITAIÓPOLIS,55,REGINALDO FERNANDES,PSD/PSD / PDT / PT / SD / PR,6594,60.65%,Santa catarina,false
ITAJAÍ,15,VOLNEI MORASTONI,PMDB/PMDB / PDT / PPS / PEN / PV,38613,36.62%,Santa catarina,false
ITAPEMA,55,NILZA SIMAS,PSD/PSD / PR / PP / PDT / PC do B / PV / PEN / PRP / PTC / PROS,14458,50.27%,Santa catarina,false
ITAPIRANGA,15,JORGE WELTER,PMDB/PMDB / PSDB / PR,6328,61.81%,Santa catarina,false
ITAPOÁ,22,MARLON NEUBER,PR/PRB / PTB / PR / PSB / PEN / PSDB / PTC / PSD / PC do B,6673,64.94%,Santa catarina,false
ITUPORANGA,45,LORINHO,PSDB/PP / PSDB / PDT / PR,7820,51.51%,Santa catarina,false
JABORÁ,15,KLEBER MERCIO NORA,PMDB/PMDB / PT,2115,60.58%,Santa catarina,false
JACINTO MACHADO,15,GAIOLA,PMDB/PMDB / PPS / DEM / PSD / PTB,4277,51.74%,Santa catarina,false
JAGUARUNA,15,EDENILSON,PMDB/PMDB / PTB / PR / PSDB,6455,54.39%,Santa catarina,false
JARAGUÁ DO SUL,15,ANTIDIO LUNELLI,PMDB/PP / PMDB / PRB / DEM / PC do B / PTB,37957,44.73%,Santa catarina,false
JARDINÓPOLIS,11,TCHE,PP/PP / PMDB / PR,898,60.55%,Santa catarina,false
JOAÇABA,45,DIOCLESIO RAGNINI,PSDB/PSDB / PP,9439,53.96%,Santa catarina,false
JOINVILLE,15,UDO DOHLER,PMDB/PMDB / PV / PC do B / PT do B / PSC / PTC / PROS / PTB,137700,45.01%,Santa catarina,true
JOINVILLE,55,DARCI DE MATOS,PSD/PSD / PSDC / PMB / PSB / PR,84235,27.53%,Santa catarina,true
JOSÉ BOITEUX,55,JONAS PUDEWELL,PSD/PSB / PP / PSD,1175,32.03%,Santa catarina,false
JUPIÁ,55,AUGUSTO,PSD/PSD / PP / PT / PR / PSDB,1060,56.03%,Santa catarina,false
LACERDÓPOLIS,15,SÉRGIO LUIZ CALEGARI,PMDB/PMDB,1051,55.79%,Santa catarina,false
LAGES,55,ANTONIO CERON,PSD/PSD / PP / PSB / PSC / PRP / PTN / PROS / SD / PV / PC do B,35242,38.05%,Santa catarina,false
LAGUNA,15,MAURO CANDEMIL,PMDB/PMDB / PSD / PV,10250,38.6%,Santa catarina,false
LAJEADO GRANDE,55,NOELI DAL MAGRO,PSD/PSD / PP,809,50.12%,Santa catarina,false
LAURENTINO,45,GILBERTO,PSDB/PSDB / PSL / PP / PSB / PTB,2583,51.23%,Santa catarina,false
LAURO MÜLLER,11,VALDIR FONTANELLA,PP/PP / PT / PSB / PSDB,5537,51.74%,Santa catarina,false
LEBON RÉGIS,12,DOUGLAS MELLO,PDT/PDT / PMDB / PR / DEM / PRB / PPS / PSD / PTB,4388,60.99%,Santa catarina,false
LEOBERTO LEAL,55,VITOR,PSD/PT / PMDB / DEM / PSD,1435,50.42%,Santa catarina,false
LINDÓIA DO SUL,22,GENIR LOLI (GENICA),PR/PR,1825,55.22%,Santa catarina,false
LONTRAS,15,MARCIONEI HILLESHEIM,PMDB/PMDB / PT,3600,50.93%,Santa catarina,false
LUIZ ALVES,45,MARCOS PEDRO VEBER,PSDB/PSDB / PRB / PR,4737,60.78%,Santa catarina,false
LUZERNA,55,MOISÉS,PSD/PP / PSD / PR / PSB / PSDB,2411,56.6%,Santa catarina,false
MACIEIRA,45,ZECA,PSDB/PSDB / PR / PPS,925,52.56%,Santa catarina,false
MAFRA,55,WELLINGTON,PSD/PSD / PMDB / PSDB / PTB / PRB / PPS / PSC / PSB / DEM / PDT,27558,88.19%,Santa catarina,false
MAJOR GERCINO,45,VALMOR DO PITA,PSDB/PRB / PSDB / PSB / PP,1634,58.29%,Santa catarina,false
MAJOR VIEIRA,15,ORILDO SEVERGNINI,PMDB/PMDB / PR / DEM,2698,52.9%,Santa catarina,false
MARACAJÁ,45,ARLINDO ROCHA - LALE,PSDB/PP / PSDB,2550,45.68%,Santa catarina,false
MARAVILHA,15,ROSIMAR MALDANER,PMDB/PMDB / PSB / SD,7589,50.71%,Santa catarina,false
MAREMA,15,BARELLA,PMDB/PT / PR / PMDB / PSB,1168,55.62%,Santa catarina,false
MASSARANDUBA,55,DAVIO LEU,PSD/PSD / PP / PT,3519,1%,Santa catarina,false
MATOS COSTA,13,RAUL,PT/PP / PDT / PMDB / PROS / PT / DEM,1227,57.85%,Santa catarina,false
MELEIRO,40,EDER MATTOS,PSB/PSB / PSDB / DEM,2322,44.25%,Santa catarina,false
MIRIM DOCE,15,SERGINHO,PMDB/PMDB,1131,51.64%,Santa catarina,false
MODELO,15,RICARDO,PMDB/PMDB / PSDB / PP,1679,53.85%,Santa catarina,false
MONDAÍ,11,DILE,PP/PP / PR / PSDB / PSD,4134,62.71%,Santa catarina,false
MONTE CARLO,45,SONIA VEDOVATTO,PSDB/PSDB / PP / PC do B / PT,3248,53.71%,Santa catarina,false
MONTE CASTELO,45,JEAN ADVOGADO,PSDB/PSDB / PSD / PP / PPS / DEM / PT / PSC,3196,55.92%,Santa catarina,false
MORRO DA FUMAÇA,11,NOI CORAL,PP/PP,5201,47.11%,Santa catarina,false
MORRO GRANDE,55,VALDO,PSD/PP / PSDB / PSD,1892,67.72%,Santa catarina,false
NAVEGANTES,45,EMÍLIO VIEIRA,PSDB/PSDB / PSB / PR / PP / PSD,19639,56.89%,Santa catarina,false
NOVA ERECHIM,15,NEDIO CASSOL,PMDB/PMDB / PSD,1846,54.07%,Santa catarina,false
NOVA ITABERABA,11,PROFESSOR MARCIANO,PP/PP,1994,54.42%,Santa catarina,false
NOVA TRENTO,11,GIAN,PP/PP / PSDB / PPS / PSD / DEM / PSB,5006,58.05%,Santa catarina,false
NOVA VENEZA,45,ROGERIO FRIGO  (GÉIO),PSDB/PSDB / PDT / PSD,5403,51.84%,Santa catarina,false
NOVO HORIZONTE,45,VANDERLEI SANAGIOTTO,PSDB/PP / PSDB / PMDB,1234,53.61%,Santa catarina,false
ORLEANS,15,DR. JORGE KOCH,PMDB/PMDB / PSDB / PSB,8503,54.65%,Santa catarina,false
OTACÍLIO COSTA,55,TIO LIGAS,PSD/PSD / PT / PP / PDT / PSDB / PROS / PSB / PPS / PRB / PTC,6225,54.08%,Santa catarina,false
OURO,55,NERI LUIZ MIQUELOTO,PSD/PMDB / PSDB / PSD,2520,50.82%,Santa catarina,false
OURO VERDE,40,JUNIOR,PSB/PSB / PP / PDT / PMDB / PSDB / PSD,963,50.52%,Santa catarina,false
PAIAL,55,NEVIO MORTARI,PSD/PSD / PMDB / PSDB / PSB / PC do B / PR,902,51.1%,Santa catarina,false
PAINEL,15,FLAVIO,PMDB/PMDB / PR,1192,52.05%,Santa catarina,false
PALHOÇA,55,CAMILO MARTINS,PSD/PSD / PMDB / PC do B / PEN / PROS / PSB / PSC / PTC / PTN / PP / PR / DEM,51267,63.12%,Santa catarina,false
PALMA SOLA,15,KIKO MANTELLI,PMDB/PT / PMDB / PSDB / PSD,2579,52.65%,Santa catarina,false
PALMEIRA,22,FERNANDA,PR/PP / PT / PR / PSDB / PROS,1496,57.19%,Santa catarina,false
PALMITOS,15,DAIR,PMDB/PMDB / PRB / PSC,5994,57.05%,Santa catarina,false
PAPANDUVA,11,SALIBA,PP/PR / PSD / PSB / PT / PP / PDT,8246,68.35%,Santa catarina,false
PARAÍSO,13,VALDECIR ANTONIO CASAGRANDE,PT/PT / PMDB / PDT,1370,41.87%,Santa catarina,false
PASSO DE TORRES,15,JONAS,PMDB/PMDB / PSDB / PC do B,2795,57.44%,Santa catarina,false
PASSOS MAIA,55,LISTONI,PSD/PP / PR / PSB / PSDB / PSD,1568,50.11%,Santa catarina,false
PAULO LOPES,11,NADIR,PP/PP / PRB / PSDB / PSD / PSB,3546,66.87%,Santa catarina,false
PEDRAS GRANDES,55,XIXO,PSD/PMDB / PSD / PDT,1844,51.49%,Santa catarina,false
PENHA,15,AQUILES,PMDB/PMDB / PSC / PRB / PT / PTB / PR / PPS / PRP / PEN / SD / PROS,9925,61.51%,Santa catarina,false
PERITIBA,11,NEUSA,PP/PMDB / PP / PR,1409,52.05%,Santa catarina,false
PESCARIA BRAVA,15,DEYVISONN,PMDB/PP / PMDB,2751,41%,Santa catarina,false
PETROLÂNDIA,55,JOEL,PSD/PP / PSD,2561,54.25%,Santa catarina,false
PINHALZINHO,45,MARIO AFONSO WOITEXEM - CENA,PSDB/PP / PSB / PSDB / PSD,5836,49.73%,Santa catarina,false
PINHEIRO PRETO,15,PEDRO RABUSKE,PMDB/PMDB / PT,1333,58.39%,Santa catarina,false
PIRATUBA,55,BILE,PSD/PDT / PSB / PT / PSDB / PSD,2250,50.74%,Santa catarina,false
PLANALTO ALEGRE,55,JUARES BET,PSD/PT / PMDB / PP / PSD / PSB,1906,1%,Santa catarina,false
POMERODE,25,ERCIO KRIEK,DEM/PSDB / DEM / PP / PSD / PRB,11964,68.26%,Santa catarina,false
PONTE ALTA,13,PAULINHO,PT/PT / PDT / PR,1217,35.19%,Santa catarina,false
PONTE ALTA DO NORTE,15,BETO,PMDB/PMDB,1325,55.44%,Santa catarina,false
PONTE SERRADA,15,TIBE,PMDB/PMDB / PT / PR / PRB / PTC,3980,58.01%,Santa catarina,false
PORTO BELO,15,EMERSON,PMDB/PMDB / PSD / PTB / PSB / PSC / PDT / SD / PPS,4944,49.98%,Santa catarina,false
PORTO UNIÃO,45,ELISEU MIBACH,PSDB/PSDB / PSD / PRB,9646,51.22%,Santa catarina,false
POUSO REDONDO,12,OSCAR,PDT/PDT / PSDB / PP / PT / PTB,4935,52.3%,Santa catarina,false
PRAIA GRANDE,45,HENRIQUE MACIEL,PSDB/PSDB / PSD / PP / PT / PSB / PSL / PC do B / PDT,2801,51.09%,Santa catarina,false
PRESIDENTE CASTELLO BRANCO,15,MIOTTO,PMDB/PMDB / PSDB / PSD,805,51.84%,Santa catarina,false
PRESIDENTE GETÚLIO,15,NELSON,PMDB/PMDB / PT / PPS / PSB,5416,51.48%,Santa catarina,false
PRESIDENTE NEREU,11,ISAMAR,PP/PP / DEM / PSD,1147,56.2%,Santa catarina,false
PRINCESA,15,EDILSON,PMDB/PMDB / PSDB,1172,50.76%,Santa catarina,false
QUILOMBO,15,SILVANO DE PARIZ,PMDB/PMDB / DEM / PPS / PR / PSB / PSDB / PSD / PRB,4676,63.71%,Santa catarina,false
RANCHO QUEIMADO,15,CLECI APARECIDA VERONEZI,PMDB/PSDB / PR / PMDB / PPS,1360,53.33%,Santa catarina,false
RIO DAS ANTAS,45,RONALDO LOSS,PSDB/PP / PSDB / PSD,2803,56.4%,Santa catarina,false
RIO DO CAMPO,13,RODRIGO PREIS,PT/PT / PMDB / PR / PSDB,2418,51.78%,Santa catarina,false
RIO DO OESTE,15,BETÃO,PMDB/PMDB / DEM / PP / PSDB,2853,55.18%,Santa catarina,false
RIO DOS CEDROS,55,MARILDO DOMINGOS FELIPPI,PSD/PP / DEM / PSDB / PSD,3620,50.79%,Santa catarina,false
RIO DO SUL,45,THOMÉ,PSDB/PRB / DEM / PP / PSDB / PSD / PROS / PSB,17183,47.67%,Santa catarina,false
RIO FORTUNA,55,LINDOMAR BALLMANN,PSD/PSD / PP / PSDB / PR,2350,56.94%,Santa catarina,false
RIO NEGRINHO,40,JULIO RONCONI,PSB/PSB / PP / PRB / PR / PSD / PT / PTC / PSC,13812,56.46%,Santa catarina,false
RIO RUFINO,40,THIAGO,PSB/PSB / PP / PMDB / DEM / PR,1164,54.72%,Santa catarina,false
RIQUEZA,55,CAPELA,PSD/PSD / PP / PT / PR / PSDB,1822,50.39%,Santa catarina,false
RODEIO,13,PAULINHO WEISS,PT/PDT / PT / PSD / PR,4659,61.15%,Santa catarina,false
ROMELÂNDIA,15,VALDIR BUGS,PMDB/PMDB / PT,1969,53.83%,Santa catarina,false
SALETE,22,CHICA,PR/PR / PSD / DEM / PP,2534,47.28%,Santa catarina,false
SALTINHO,15,DEONIR FERRONATTO,PMDB/PMDB / PSD / PP / DEM / PSDB,1576,53.05%,Santa catarina,false
SALTO VELOSO,15,ROSANA,PMDB/PP / PMDB / PPS / PSB / PDT / PSD / PSDB / PR,2024,1%,Santa catarina,false
SANGÃO,11,CASTILHO,PP/PP / PSC / PDT,4022,54.14%,Santa catarina,false
SANTA CECÍLIA,40,ALESSANDRA GARCIA,PSB/PSB / PROS / PDT / PHS / PT,6185,61.16%,Santa catarina,false
SANTA HELENA,11,KIRELA,PP/PP / PSB / PR / PT / PSDB,1296,60.31%,Santa catarina,false
SANTA ROSA DE LIMA,13,SALESIO,PT/PT / PP / PSD / PSB,975,51.51%,Santa catarina,false
SANTA ROSA DO SUL,55,NELSON,PSD/PP / PDT / DEM / PSDB / PSD / PROS / PT,3673,60.54%,Santa catarina,false
SANTA TEREZINHA,55,VALQUIRIA,PSD/PP / PSDB / PSD,3250,54.86%,Santa catarina,false
SANTA TEREZINHA DO PROGRESSO,25,DERLI FURTADO,DEM/PR / DEM / PSDB / PSB / PSD,962,42.3%,Santa catarina,false
SANTIAGO DO SUL,15,JULCIMAR LORENZETTI,PMDB/PMDB / PSDB / PPS,871,61.95%,Santa catarina,false
SANTO AMARO DA IMPERATRIZ,45,EDESIO JUSTEN,PSDB/PSDB / SD / PP / PC do B / PPS,6615,45.7%,Santa catarina,false
SÃO BENTO DO SUL,11,MAGNO BOLLMANN,PP/PP / PRB / PSC / PPS / PSB / PT do B,18048,37.94%,Santa catarina,false
SÃO BERNARDINO,22,ADELI RIFFEL,PR/PR / PMDB / PP / PSB,784,35.78%,Santa catarina,false
SÃO BONIFÁCIO,11,RICARDO VETERINÁRIO,PP/PSDB / PR / PP,1365,55.58%,Santa catarina,false
SÃO CARLOS,11,RUDI SANDER,PP/PP / PSDB / PR / PSD / PT,4085,58.89%,Santa catarina,false
SÃO CRISTÓVÃO DO SUL,11,SISI,PP/PP / PR,1068,35.58%,Santa catarina,false
SÃO DOMINGOS,13,ELIÉZE,PT/PT / PDT / PTB / PC do B,2788,43.37%,Santa catarina,false
SÃO FRANCISCO DO SUL,55,RENATO GAMA LOBO ( RENATINHO),PSD/PSD / PT / PR / DEM / PSDB / PSB / PV / PP / PSC / PPS,13831,49.29%,Santa catarina,false
SÃO JOÃO BATISTA,55,DANIEL,PSD/PSD / PMDB / PRB / PDT / PTB / PSC / DEM / PROS / PSDC,9509,54.33%,Santa catarina,false
SÃO JOÃO DO ITAPERIÚ,15,CLÉZIO,PMDB/PMDB / PR / DEM,1651,51.92%,Santa catarina,false
SÃO JOÃO DO OESTE,45,FERNANDO,PSDB/PSDB / PR / PT,2361,53.54%,Santa catarina,false
SÃO JOÃO DO SUL,55,MOACIR,PSD/PMDB / PT / PP / PR / PSD / PSDB,3822,73.54%,Santa catarina,false
SÃO JOAQUIM,45,GIOVANI NUNES,PSDB/PSDB / PDT / PR / DEM,7725,51.24%,Santa catarina,false
SÃO JOSÉ,55,ADELIANA DAL PONT,PSD/PSD / PSB / PR / PT do B / PSC / PROS / PHS / PEN / PV,44312,39.14%,Santa catarina,false
SÃO JOSÉ DO CEDRO,11,PLINIO DE CASTRO,PP/PP / PT / PR / DEM / PSDB / PSD,5347,57.6%,Santa catarina,false
SÃO JOSÉ DO CERRITO,55,ARNO MARIAN,PSD/PSD / PMDB / DEM / PTB / PP / PPS / PV / PSB,3528,54.24%,Santa catarina,false
SÃO LOURENÇO DO OESTE,15,RAFAEL CALEFFI,PMDB/PMDB / PP / PTB / PRB / PSC / PR,6036,41.11%,Santa catarina,false
SÃO LUDGERO,15,VOLNEI,PMDB/PMDB / PR / PSB / PRB / PP,5841,78.16%,Santa catarina,false
SÃO MARTINHO,15,ROBSON,PMDB/PMDB / PR,1566,52.52%,Santa catarina,false
SÃO MIGUEL DA BOA VISTA,40,VILMAR SCHMAEDECKE,PSB/PR / PSB,556,34.62%,Santa catarina,false
SÃO MIGUEL DO OESTE,55,WILSON TREVISAN,PSD/PP / PSC / PPS / PC do B / PSD / PSB,6887,32.25%,Santa catarina,false
SÃO PEDRO DE ALCÂNTARA,15,ERNEI,PMDB/PMDB / PTB / PDT / PT,1860,54.92%,Santa catarina,false
SAUDADES,13,DANIEL,PT/PT / PP / PSDB / PDT,3280,51.96%,Santa catarina,false
SCHROEDER,45,OSVALDO JURCK,PSDB/PDT / PR / PSDB / PT,4765,44.42%,Santa catarina,false
SEARA,55,KIKO CANALE,PSD/PP / DEM / PSD / PSB / PSDB / PTB / PPS,6619,56.59%,Santa catarina,false
SERRA ALTA,11,DARCI,PP/PP / PMDB / PSC / PPS / PSDB,1256,50.14%,Santa catarina,false
SIDERÓPOLIS,15,ALEMÃO,PMDB/PMDB / PRB / PPS / PT,4305,70.57%,Santa catarina,false
SOMBRIO,15,ZÊNIO CARDOSO,PMDB/PMDB / PRB / PDT / PTB / PSC / PR / DEM / PSB / PSDB / PC do B,9522,55.47%,Santa catarina,false
SUL BRASIL,45,ÉDER MARMITT,PSDB/PP / PPS / PSDB / PSD,1373,58.65%,Santa catarina,false
TAIÓ,45,ALMIR GUSKI,PSDB/PSDB / PMDB / PSC,5965,52.41%,Santa catarina,false
TANGARÁ,22,PROFESSOR NADIR BAÚ,PR/PR / PT,2489,42.91%,Santa catarina,false
TIGRINHOS,15,DICÃO,PMDB/PMDB / PT,1462,1%,Santa catarina,false
TIJUCAS,55,PROFESSOR ELOI,PSD/PSD / PSB / DEM / PT / PEN / PRB / PP / PPS / PV / PRP,11632,57.35%,Santa catarina,false
TIMBÉ DO SUL,11,BETINHO,PP/PP / PSB / PSDB / PSD,2384,56.04%,Santa catarina,false
TIMBÓ,11,JORGE KRÜGER,PP/PP / PSB / PR / PT / PROS / DEM,12721,56.84%,Santa catarina,false
TIMBÓ GRANDE,15,ARI JOSE GALESKI,PMDB/PMDB / PDT / PR,1896,37.56%,Santa catarina,false
TRÊS BARRAS,22,LUIZ SHIMOGUIRI,PR/PTB / PSC / PR / PPS / PSB / PV / PRB / PEN / PSD / SD / PSDB / PDT,7868,66.19%,Santa catarina,false
TREVISO,11,COMIN,PP/PP / PT / PSB / PSDB,1997,51.9%,Santa catarina,false
TREZE DE MAIO,11,KEKE - CLESIO BARDINI DE BIASI,PP/PP / PSDB / PSD,4197,76.09%,Santa catarina,false
TREZE TÍLIAS,55,MAURO DRESCH,PSD/PP / PR / PSB / PSDB / PSD,2677,55.75%,Santa catarina,false
TROMBUDO CENTRAL,15,GEOVANA GESSNER,PMDB/PMDB / PR / DEM / PSB / PSD / PSDB,2347,51.44%,Santa catarina,false
TUBARÃO,11,JOARES PONTICELLI,PP/PP / PSD / PSB / PPS / DEM / PRB / PC do B,26555,45.23%,Santa catarina,false
TUNÁPOLIS,13,RENATO,PT/PT / PMDB / PR / PSDB,1939,57.18%,Santa catarina,false
TURVO,15,TIAGO ZILLI,PMDB/PMDB / PSDB / PDT / PSD,4878,53.95%,Santa catarina,false
UNIÃO DO OESTE,13,CELSO MATIELLO,PT/PT / PMDB / PP,1297,54.38%,Santa catarina,false
URUBICI,45,ANTONIO ZILLI,PSDB/PMDB / PSDB,3730,57.6%,Santa catarina,false
URUPEMA,11,EVANDRO,PP/PP / PSB / PSD,1288,61.33%,Santa catarina,false
URUSSANGA,11,GUSTAVO CANCELLIER,PP/PP / PDT / PPS / DEM / PSDB,6594,47.97%,Santa catarina,false
VARGEÃO,55,VOLMIR FELIPE,PSD/PT / PMDB / PSDB / PSD,1469,56.37%,Santa catarina,false
VARGEM,22,MILENA,PR/PR / PT,1616,61.99%,Santa catarina,false
VARGEM BONITA,15,MELÂNIA,PMDB/PMDB / PEN,2296,56.93%,Santa catarina,false
VIDAL RAMOS,15,LAERCIO,PMDB/PP / PMDB / PT,2446,50.51%,Santa catarina,false
VIDEIRA,55,BORGA,PSD/PSB / PSD / PP / PTC / SD / PSL / PTB / PRB,18664,67.49%,Santa catarina,false
VITOR MEIRELES,11,BENTO,PP/PP / PT / PSDB / PSD,1985,50.57%,Santa catarina,false
WITMARSUM,55,CESAR PANINI,PSD/PSD / PMDB / PDT,1656,55.14%,Santa catarina,false
XANXERÊ,55,AVELINO MENEGOLLA,PSD/PSD / PP / SD / PDT / PSB,9914,38.96%,Santa catarina,false
XAVANTINA,45,FAZOLO,PSDB/PP / PMDB / PSDB / PSD,1784,52.92%,Santa catarina,false
XAXIM,55,LIRIO DAGORT,PSD/PRB / PSD / PC do B,6185,35.9%,Santa catarina,false
ZORTÉA,15,MANTOVANI,PMDB/PMDB / PR / PRB / PSDB / PC do B,1516,60.96%,Santa catarina,false
ABAETETUBA,15,CHITA,PMDB/PEN / PRB / PSL / PTB / PMB / PTC / PSD / PROS / PMDB,25735,30.32%,Pará,false
ABEL FIGUEIREDO,11,HIDELFONSO,PP/PP / PR / PSB / PSL / PRB / PMDB,2591,55.33%,Pará,false
ACARÁ,45,AMANDA MARTINS,PSDB/PSDB / REDE / PTB / PEN / PSDC / DEM / PTC / PMN / PRP / PP / PPS,16564,47.3%,Pará,false
AFUÁ,55,MAZINHO SALOMAO,PSD/PSD / PSDB / PP / PSL / PTC / PDT / PSC / DEM / PSB / PC do B / SD,11488,58.42%,Pará,false
ÁGUA AZUL DO NORTE,20,RENAN,PSC/PSC / PDT / PTB / PT,2896,38.21%,Pará,false
ALENQUER,23,JURACI,PPS/PP / PPS / PSL / PC do B,12007,51.24%,Pará,false
ALMEIRIM,22,ADRIANE BENTES,PR/PMDB / PRB / PTB / PHS / PROS / PC do B / PT / PTN / PR,11334,64.03%,Pará,false
ALTAMIRA,15,DOMINGOS JUVENIL,PMDB/PMDB / PSC / PP / PHS / PV,26095,50.94%,Pará,false
